x_id,organization_entity,feature_category,cost_element_long_name,amount,date
912,1 - Toronto Police Service,3-Benefits,EI - Uniform,209300,2023-12-31
913,1 - Toronto Police Service,3-Benefits,OMERS - Civilian,201500,2023-12-31
914,1 - Toronto Police Service,3-Benefits,OMERS - Uniform,2134100,2023-12-31
915,1 - Toronto Police Service,4-Materials & Supplies,Books & Magazines,400,2023-12-31
916,1 - Toronto Police Service,4-Materials & Supplies,Fingerprint supplies,400,2023-12-31
917,1 - Toronto Police Service,4-Materials & Supplies,Health & Safety supplies,100,2023-12-31
918,1 - Toronto Police Service,4-Materials & Supplies,Miscellaneous materials,200,2023-12-31
919,1 - Toronto Police Service,4-Materials & Supplies,Photo / Video supplies,1500,2023-12-31
920,1 - Toronto Police Service,4-Materials & Supplies,Stationery and office supplies,25100,2023-12-31
921,1 - Toronto Police Service,6-Services,Conferences / seminars,1900,2023-12-31
922,1 - Toronto Police Service,6-Services,Contracted services - Cable TV,1800,2023-12-31
923,1 - Toronto Police Service,6-Services,Courier services,100,2023-12-31
924,1 - Toronto Police Service,6-Services,Courses / seminars,1700,2023-12-31
925,1 - Toronto Police Service,6-Services,Investigative expenses,300,2023-12-31
926,1 - Toronto Police Service,6-Services,Membership fees,100,2023-12-31
927,1 - Toronto Police Service,6-Services,P.E.U. - towing charges,100,2023-12-31
928,1 - Toronto Police Service,3-Benefits,OMERS - Civilian,209200,2023-12-31
929,1 - Toronto Police Service,3-Benefits,EI - Uniform,239200,2023-12-31
930,1 - Toronto Police Service,5-Equipment,Computers - software,16600,2023-12-31
931,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian C,143000,2023-12-31
932,1 - Toronto Police Service,3-Benefits,OMERS - Uniform,2396500,2023-12-31
933,1 - Toronto Police Service,4-Materials & Supplies,Books & Magazines,600,2023-12-31
934,1 - Toronto Police Service,4-Materials & Supplies,Fingerprint supplies,800,2023-12-31
935,1 - Toronto Police Service,4-Materials & Supplies,Health & Safety supplies,200,2023-12-31
936,1 - Toronto Police Service,4-Materials & Supplies,Miscellaneous materials,600,2023-12-31
937,1 - Toronto Police Service,4-Materials & Supplies,Photo / Video supplies,2100,2023-12-31
938,1 - Toronto Police Service,4-Materials & Supplies,Stationery and office supplies,36000,2023-12-31
939,1 - Toronto Police Service,6-Services,Business travel - other expenses,500,2023-12-31
940,1 - Toronto Police Service,6-Services,Conferences / seminars,6200,2023-12-31
941,1 - Toronto Police Service,6-Services,Contracted services - Cable TV,1500,2023-12-31
942,1 - Toronto Police Service,6-Services,Courier services,200,2023-12-31
943,1 - Toronto Police Service,6-Services,Courses / seminars,600,2023-12-31
944,1 - Toronto Police Service,6-Services,Prisoners' meals,1500,2023-12-31
945,1 - Toronto Police Service,6-Services,Public relations / promotions,1700,2023-12-31
946,1 - Toronto Police Service,6-Services,Repairs - technical equipment,200,2023-12-31
947,1 - Toronto Police Service,6-Services,Services & rents - general,100,2023-12-31
948,1 - Toronto Police Service,6-Services,Translations / interpreters,400,2023-12-31
949,1 - Toronto Police Service,6-Services,Wireless services,1200,2023-12-31
950,1 - Toronto Police Service,1-Salaries,Alternate rate - Civilian A,8100,2023-12-31
951,1 - Toronto Police Service,1-Salaries,Alternate rate - Uniform,26700,2023-12-31
952,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian A,299200,2023-12-31
953,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian C,3049400,2023-12-31
954,1 - Toronto Police Service,1-Salaries,Regular salaries - Uniform,29077000,2023-12-31
955,1 - Toronto Police Service,3-Benefits,OMERS - Uniform,65300,2023-12-31
956,1 - Toronto Police Service,1-Salaries,Regular salaries - Uniform Sr. Officer,372000,2023-12-31
957,1 - Toronto Police Service,1-Salaries,Shift Bonus - Civilian C,26000,2023-12-31
958,1 - Toronto Police Service,1-Salaries,Shift Bonus - Uniform,95900,2023-12-31
959,1 - Toronto Police Service,1-Salaries,Statutory Holiday - Uniform,26700,2023-12-31
960,1 - Toronto Police Service,2-Premium Pay,Callback premium pay - Civilian,100,2023-12-31
961,1 - Toronto Police Service,2-Premium Pay,Lieutime premium pay - Civilian,3400,2023-12-31
962,1 - Toronto Police Service,2-Premium Pay,Overtime premium pay - Civilian,200,2023-12-31
963,1 - Toronto Police Service,3-Benefits,CPP - Civilian,148400,2023-12-31
964,1 - Toronto Police Service,3-Benefits,CPP - Uniform,1022200,2023-12-31
965,1 - Toronto Police Service,3-Benefits,EI - Civilian,50600,2023-12-31
966,1 - Toronto Police Service,3-Benefits,EI - Uniform,349700,2023-12-31
967,1 - Toronto Police Service,3-Benefits,OMERS - Civilian,340300,2023-12-31
968,1 - Toronto Police Service,3-Benefits,OMERS - Uniform,3444700,2023-12-31
969,1 - Toronto Police Service,4-Materials & Supplies,Books & Magazines,200,2023-12-31
970,1 - Toronto Police Service,4-Materials & Supplies,Fingerprint supplies,200,2023-12-31
971,1 - Toronto Police Service,4-Materials & Supplies,Health & Safety supplies,500,2023-12-31
972,1 - Toronto Police Service,4-Materials & Supplies,Miscellaneous materials,300,2023-12-31
973,1 - Toronto Police Service,4-Materials & Supplies,Photo / Video supplies,2200,2023-12-31
974,1 - Toronto Police Service,4-Materials & Supplies,Stationery and office supplies,29100,2023-12-31
975,1 - Toronto Police Service,6-Services,Clean/repair furniture,100,2023-12-31
976,1 - Toronto Police Service,6-Services,Conferences / seminars,1700,2023-12-31
977,1 - Toronto Police Service,6-Services,Contracted services - Cable TV,2300,2023-12-31
978,1 - Toronto Police Service,6-Services,Courier services,100,2023-12-31
979,1 - Toronto Police Service,6-Services,Courses / seminars,2400,2023-12-31
980,1 - Toronto Police Service,6-Services,Investigative expenses,700,2023-12-31
981,1 - Toronto Police Service,6-Services,P.E.U. - towing charges,500,2023-12-31
982,1 - Toronto Police Service,5-Equipment,General equipment,12300,2023-12-31
983,1 - Toronto Police Service,1-Salaries,Regular salaries - Uniform,3543700,2023-12-31
984,1 - Toronto Police Service,3-Benefits,OMERS - Civilian,185600,2023-12-31
985,1 - Toronto Police Service,1-Salaries,Regular salaries - Uniform Sr. Officer,197200,2023-12-31
986,1 - Toronto Police Service,6-Services,Business travel - other expenses,2200,2023-12-31
987,1 - Toronto Police Service,3-Benefits,OMERS - Uniform,2506600,2023-12-31
988,1 - Toronto Police Service,4-Materials & Supplies,Books & Magazines,200,2023-12-31
989,1 - Toronto Police Service,6-Services,Clean/repair furniture,100,2023-12-31
990,1 - Toronto Police Service,1-Salaries,Shift Bonus - Civilian C,1800,2023-12-31
991,1 - Toronto Police Service,4-Materials & Supplies,Health & Safety supplies,200,2023-12-31
992,1 - Toronto Police Service,6-Services,Conferences / seminars,8000,2023-12-31
993,1 - Toronto Police Service,1-Salaries,Shift Bonus - Uniform,12100,2023-12-31
994,1 - Toronto Police Service,4-Materials & Supplies,Miscellaneous materials,500,2023-12-31
995,1 - Toronto Police Service,4-Materials & Supplies,Books & Magazines,300,2023-12-31
996,1 - Toronto Police Service,6-Services,Contracted services - Cable TV,3400,2023-12-31
997,1 - Toronto Police Service,1-Salaries,Statutory Holiday - Civilian C,900,2023-12-31
998,1 - Toronto Police Service,4-Materials & Supplies,Stationery and office supplies,10000,2023-12-31
999,1 - Toronto Police Service,4-Materials & Supplies,Fingerprint supplies,500,2023-12-31
1000,1 - Toronto Police Service,6-Services,Courier services,700,2023-12-31
1001,1 - Toronto Police Service,2-Premium Pay,Callback premium pay - Civilian,11900,2023-12-31
1002,1 - Toronto Police Service,5-Equipment,General equipment,27500,2023-12-31
1003,1 - Toronto Police Service,4-Materials & Supplies,Health & Safety supplies,200,2023-12-31
1004,1 - Toronto Police Service,6-Services,Courses / seminars,37500,2023-12-31
1005,1 - Toronto Police Service,2-Premium Pay,Lieutime premium pay - Civilian,17800,2023-12-31
1006,1 - Toronto Police Service,6-Services,Business travel - other expenses,2800,2023-12-31
1007,1 - Toronto Police Service,4-Materials & Supplies,Miscellaneous materials,200,2023-12-31
1008,1 - Toronto Police Service,6-Services,Investigative expenses,300,2023-12-31
1009,1 - Toronto Police Service,2-Premium Pay,Overtime premium pay - Civilian,7100,2023-12-31
1010,1 - Toronto Police Service,4-Materials & Supplies,Photo / Video supplies,2000,2023-12-31
1011,1 - Toronto Police Service,6-Services,Conferences / seminars,3000,2023-12-31
1012,1 - Toronto Police Service,6-Services,Membership fees,2000,2023-12-31
1013,1 - Toronto Police Service,3-Benefits,CPP - Civilian,11400,2023-12-31
1014,1 - Toronto Police Service,4-Materials & Supplies,Stationery and office supplies,20500,2023-12-31
1015,1 - Toronto Police Service,6-Services,Courses / seminars,3000,2023-12-31
1016,1 - Toronto Police Service,6-Services,P.E.U. - towing charges,9200,2023-12-31
1017,1 - Toronto Police Service,3-Benefits,CPP - Uniform,106400,2023-12-31
1018,1 - Toronto Police Service,6-Services,Business travel - other expenses,800,2023-12-31
1019,1 - Toronto Police Service,6-Services,Membership fees,1500,2023-12-31
1020,1 - Toronto Police Service,6-Services,Parking expenses,200,2023-12-31
1021,1 - Toronto Police Service,3-Benefits,EI - Civilian,3900,2023-12-31
1022,1 - Toronto Police Service,6-Services,Business travel - public transit,300,2023-12-31
1023,1 - Toronto Police Service,6-Services,Parking expenses,200,2023-12-31
1024,1 - Toronto Police Service,6-Services,Prisoners' meals,100,2023-12-31
1025,1 - Toronto Police Service,3-Benefits,EI - Uniform,36400,2023-12-31
1026,1 - Toronto Police Service,6-Services,Clean/repair furniture,500,2023-12-31
1027,1 - Toronto Police Service,6-Services,Public relations / promotions,5700,2023-12-31
1028,1 - Toronto Police Service,3-Benefits,OMERS - Civilian,18400,2023-12-31
1029,1 - Toronto Police Service,6-Services,Conferences / seminars,3200,2023-12-31
1030,1 - Toronto Police Service,6-Services,Public relations / promotions,1500,2023-12-31
1031,1 - Toronto Police Service,6-Services,Repairs - technical equipment,10000,2023-12-31
1032,1 - Toronto Police Service,3-Benefits,OMERS - Uniform,465400,2023-12-31
1033,1 - Toronto Police Service,6-Services,Services & rents - general,100,2023-12-31
1034,1 - Toronto Police Service,6-Services,Contracted services - Cable TV,1900,2023-12-31
1035,1 - Toronto Police Service,6-Services,School patrol expenses,14000,2023-12-31
1036,1 - Toronto Police Service,4-Materials & Supplies,Miscellaneous materials,100,2023-12-31
1037,1 - Toronto Police Service,6-Services,Shredding services,500,2023-12-31
1038,1 - Toronto Police Service,6-Services,Courier services,100,2023-12-31
1039,1 - Toronto Police Service,6-Services,Services & rents - general,1700,2023-12-31
1040,1 - Toronto Police Service,4-Materials & Supplies,Stationery and office supplies,5000,2023-12-31
1041,1 - Toronto Police Service,6-Services,Special Events expenses,12500,2023-12-31
1042,1 - Toronto Police Service,6-Services,Courses / seminars,1800,2023-12-31
1043,1 - Toronto Police Service,6-Services,Translations / interpreters,200,2023-12-31
1044,1 - Toronto Police Service,6-Services,Business travel - other expenses,1800,2023-12-31
1045,1 - Toronto Police Service,6-Services,Wireless devices,2000,2023-12-31
1046,1 - Toronto Police Service,6-Services,Investigative expenses,100,2023-12-31
1047,1 - Toronto Police Service,6-Services,Wireless devices,2000,2023-12-31
1048,1 - Toronto Police Service,6-Services,Wireless services,2000,2023-12-31
1049,1 - Toronto Police Service,6-Services,Conferences / seminars,2000,2023-12-31
1050,1 - Toronto Police Service,1-Salaries,Alternate rate - Civilian A,3700,2023-12-31
1051,1 - Toronto Police Service,6-Services,Membership fees,200,2023-12-31
1052,1 - Toronto Police Service,6-Services,Wireless services,3100,2023-12-31
1053,1 - Toronto Police Service,6-Services,Courses / seminars,1200,2023-12-31
1054,1 - Toronto Police Service,6-Services,P.E.U. - towing charges,300,2023-12-31
1055,1 - Toronto Police Service,1-Salaries,Alternate rate - Uniform,16900,2023-12-31
1056,1 - Toronto Police Service,1-Salaries,Alternate rate - Civilian A,3800,2023-12-31
1057,1 - Toronto Police Service,6-Services,Parking expenses,100,2023-12-31
1058,1 - Toronto Police Service,6-Services,Parking expenses,100,2023-12-31
1059,1 - Toronto Police Service,1-Salaries,Alternate rate - Uniform Sr. Officer,7400,2023-12-31
1060,1 - Toronto Police Service,1-Salaries,Alternate rate - Civilian C,700,2023-12-31
1061,1 - Toronto Police Service,6-Services,Public relations / promotions,500,2023-12-31
1062,1 - Toronto Police Service,6-Services,Prisoners' meals,2500,2023-12-31
1063,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian A,64000,2023-12-31
1064,1 - Toronto Police Service,1-Salaries,Alternate rate - Uniform,25400,2023-12-31
1065,1 - Toronto Police Service,6-Services,Services & rents - general,100,2023-12-31
1066,1 - Toronto Police Service,6-Services,Public relations / promotions,900,2023-12-31
1067,1 - Toronto Police Service,1-Salaries,Regular salaries - Uniform,8283800,2023-12-31
1068,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian A,226000,2023-12-31
1069,1 - Toronto Police Service,6-Services,Wireless services,7600,2023-12-31
1070,1 - Toronto Police Service,6-Services,Repairs - technical equipment,400,2023-12-31
1071,1 - Toronto Police Service,1-Salaries,Shift Bonus - Uniform,39000,2023-12-31
1072,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian C,1037800,2023-12-31
1073,1 - Toronto Police Service,1-Salaries,Alternate rate - Civilian A,1900,2023-12-31
1074,1 - Toronto Police Service,2-Premium Pay,Callback premium pay - Civilian,6800,2023-12-31
1075,1 - Toronto Police Service,6-Services,Services & rents - general,200,2023-12-31
1076,1 - Toronto Police Service,1-Salaries,Regular salaries - Uniform,17963300,2023-12-31
1077,1 - Toronto Police Service,1-Salaries,Alternate rate - Uniform,55800,2023-12-31
1078,1 - Toronto Police Service,2-Premium Pay,Callback premium pay - Uniform,326100,2023-12-31
1079,1 - Toronto Police Service,6-Services,Translations / interpreters,1100,2023-12-31
1080,1 - Toronto Police Service,1-Salaries,Regular salaries - Uniform Sr. Officer,371200,2023-12-31
1081,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian A,396600,2023-12-31
1082,1 - Toronto Police Service,2-Premium Pay,Court premium pay - Uniform,241800,2023-12-31
1083,1 - Toronto Police Service,6-Services,Wireless services,1200,2023-12-31
1084,1 - Toronto Police Service,1-Salaries,Shift Bonus - Civilian A,200,2023-12-31
1085,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian B,93200,2023-12-31
1086,1 - Toronto Police Service,2-Premium Pay,Lieutime premium pay - Civilian,400,2023-12-31
1087,1 - Toronto Police Service,1-Salaries,Alternate rate - Civilian A,7900,2023-12-31
1088,1 - Toronto Police Service,1-Salaries,Shift Bonus - Civilian C,10500,2023-12-31
1089,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian C,761200,2023-12-31
1090,1 - Toronto Police Service,1-Salaries,Regular salaries - Uniform,23109600,2023-12-31
1091,1 - Toronto Police Service,2-Premium Pay,Lieutime premium pay - Uniform,203800,2023-12-31
1092,1 - Toronto Police Service,1-Salaries,Shift Bonus - Uniform,59600,2023-12-31
1093,1 - Toronto Police Service,1-Salaries,Alternate rate - Uniform,27500,2023-12-31
1094,1 - Toronto Police Service,1-Salaries,Regular salaries - Uniform,33038400,2023-12-31
1095,1 - Toronto Police Service,2-Premium Pay,Overtime premium pay - Civilian,2400,2023-12-31
1096,1 - Toronto Police Service,1-Salaries,Regular salaries - Uniform Sr. Officer,174000,2023-12-31
1097,1 - Toronto Police Service,1-Salaries,Statutory Holiday - Uniform,6000,2023-12-31
1098,1 - Toronto Police Service,1-Salaries,Regular salaries - Uniform Sr. Officer,174000,2023-12-31
1099,1 - Toronto Police Service,2-Premium Pay,Overtime premium pay - Uniform,336400,2023-12-31
1100,1 - Toronto Police Service,1-Salaries,Shift Bonus - Civilian A,400,2023-12-31
1101,1 - Toronto Police Service,1-Salaries,Regular salaries - Civilian A,303000,2023-12-31
1102,1 - Toronto Police Service,2-Premium Pay,Lieutime premium pay - Civilian,500,2023-12-31
1103,1 - Toronto Police Service,1-Salaries,Shift Bonus - Civilian A,800,2023-12-31
1104,1 - Toronto Police Service,3-Benefits,CPP - Civilian,3800,2023-12-31
1105,1 - Toronto Police Service,1-Salaries,Shift Bonus - Civilian C,5600,2023-12-31
